,id_diet,tipe_diet,tipe_masakan,resep_masakan,kadar_protein,kadar_karbo,kadar_lemak,fitur_tfidf,segmentasi_kadar_protein,segmentasi_kadar_karbo,segmentasi_kadar_lemak
4854,3410,mediterranean,world,The Corsican Cocktail Recipe,1.75,155.39,0.99,mediterranean The Corsican Cocktail Recipe world,0,3,0
4859,3411,mediterranean,world,Pomegranate Martini Recipe,0.13,8.42,0.2,mediterranean Pomegranate Martini Recipe world,0,0,0
4972,3412,mediterranean,world,Diy Amaretto Recipe,13.6,299.79,19.72,mediterranean Diy Amaretto Recipe world,0,1,0
5605,3413,mediterranean,world,Mediterranean Jewel Cocktail,0.17,32.52,0.22,mediterranean Mediterranean Jewel Cocktail world,0,2,0
5763,3414,mediterranean,world,Stuffed Mediterranean Beef,43.66,211.49,56.75,mediterranean Stuffed Mediterranean Beef world,3,1,2
0,3415,paleo,american,Bone Broth From 'Nom Nom Paleo',5.22,1.29,3.2,paleo Bone Broth From 'Nom Nom Paleo' american,0,0,0
2,3416,paleo,american,Paleo Pumpkin Pie,30.91,302.59,96.76,paleo Paleo Pumpkin Pie american,2,1,3
6,3417,paleo,american,Paleo Pumpkin Pie Recipes,30.03,275.88,97.68,paleo Paleo Pumpkin Pie Recipes american,2,1,3
11,3418,paleo,american,Paleo Chawanmushi (Savory Egg Custard) Recipes,61.43,13.29,24.6,paleo Paleo Chawanmushi (Savory Egg Custard) Recipes american,3,0,0
12,3419,paleo,american,‘Paleo' Banana Bread,46.69,192.54,156.48,paleo ‘Paleo' Banana Bread american,3,1,1
13,3420,paleo,american,Leftover Turkey Sandwich Recipes,54.09,34.97,14.1,paleo Leftover Turkey Sandwich Recipes american,3,2,0
14,3421,paleo,american,Paleo Pumpkin Waffles,51.24,89.63,78.38,paleo Paleo Pumpkin Waffles american,3,3,3
17,3422,paleo,american,Turkey Club Sandwich,46.92,39.94,19.6,paleo Turkey Club Sandwich american,3,2,0
21,3423,paleo,american,Simple Crab Salad Recipes,82.1,4.75,20.24,paleo Simple Crab Salad Recipes american,1,0,0
32,3424,paleo,american,Paleo Creamy Alfredo,16.48,32.46,91.36,paleo Paleo Creamy Alfredo american,0,2,3
35,3425,paleo,american,Paleo Pumpkin Bars,39.73,169.01,117.95,paleo Paleo Pumpkin Bars american,2,1,1
36,3426,paleo,american,Paleo Fruitcake,82.45,271.48,204.91,paleo Paleo Fruitcake american,1,1,1
37,3427,paleo,american,Paleo Chocolate Frosting,14.19,85.18,150.26,paleo Paleo Chocolate Frosting american,0,3,1
42,3428,paleo,american,Paleo Carrot Soup,27.17,116.73,125.14,paleo Paleo Carrot Soup american,2,3,1
43,3429,paleo,american,Paleo Fruitcake Recipes,85.97,271.68,207.57,paleo Paleo Fruitcake Recipes american,1,1,1
49,3430,paleo,american,Paleo Pecan Tart Crust,20.15,24.96,111.99,paleo Paleo Pecan Tart Crust american,2,0,3
51,3431,paleo,american,Paleo Pie Crust Recipes,56.39,43.01,143.87,paleo Paleo Pie Crust Recipes american,3,2,1
54,3432,paleo,american,Mini Paleo Egg Bites,118.36,6.54,61.57,paleo Mini Paleo Egg Bites american,1,0,2
56,3433,paleo,american,Paleo Raw Chocolate Bites,46.07,261.6,147.5,paleo Paleo Raw Chocolate Bites american,3,1,1
58,3434,paleo,american,Paleo Birthday Cake Recipes,68.21,199.96,161.13,paleo Paleo Birthday Cake Recipes american,3,1,1
65,3435,paleo,american,Red Cabbage Slaw With Tangy Carrot Ginger Dressing Recipes,9.65,42.63,83.92,paleo Red Cabbage Slaw With Tangy Carrot Ginger Dressing Recipes american,0,2,3
68,3436,paleo,american,Cranberry Apple Stuffing,47.89,285.93,93.75,paleo Cranberry Apple Stuffing american,3,1,3
72,3437,paleo,american,Paleo Pork Chili Verde,107.7,68.02,28.69,paleo Paleo Pork Chili Verde american,1,2,0
73,3438,paleo,american,Paleo Steak And Egg Salad,65.19,17.09,69.97,paleo Paleo Steak And Egg Salad american,3,0,3
76,3439,paleo,american,Paleo Pecan Tart Crust Recipes,21.03,25.01,112.66,paleo Paleo Pecan Tart Crust Recipes american,2,0,3
80,3440,paleo,american,Paleo Raw Chocolate Bites Recipes,46.07,261.6,147.5,paleo Paleo Raw Chocolate Bites Recipes american,3,1,1
81,3441,paleo,american,Perfect Paleo Pie Crust Recipes,43.97,104.37,160.83,paleo Perfect Paleo Pie Crust Recipes american,3,3,1
82,3442,paleo,american,Practical Paleo: Mint Chip Truffles,3.76,23.94,80.65,paleo Practical Paleo: Mint Chip Truffles american,0,0,3
90,3443,paleo,american,Paleo And Vegan Pesto Stuffed Mushrooms,10.73,15.5,49.29,paleo Paleo And Vegan Pesto Stuffed Mushrooms american,0,0,2
92,3444,paleo,american,Sweet Potato Chili (Paleo-Friendly!),98.56,191.3,176.93,paleo Sweet Potato Chili (Paleo-Friendly!) american,1,1,1
100,3445,paleo,american,Strawberry Rhubarb Crisp - And It'S Paleo. Recipes,32.24,250.87,139.25,paleo Strawberry Rhubarb Crisp - And It'S Paleo. Recipes american,2,1,1
106,3446,paleo,american,Paleo Doritos Toast Will Scratch Your Snack Itch,32.75,22.67,2.45,paleo Paleo Doritos Toast Will Scratch Your Snack Itch american,2,0,0
107,3447,paleo,american,"Paleo Pumpkin, Coconut, & Maple Custard Cups Recipes",36.0,142.79,107.74,"paleo Paleo Pumpkin, Coconut, & Maple Custard Cups Recipes american",2,3,3
114,3448,paleo,american,Overnight Cherry Chia Seed Pudding – Paleo/Gluten Free/Vegan,12.77,112.92,56.84,paleo Overnight Cherry Chia Seed Pudding – Paleo/Gluten Free/Vegan american,0,3,2
118,3449,paleo,american,"Instant Pot Buffalo Sweet Potato Soup {Vegan, Whole30, Paleo, Gluten-Free}",14.26,79.07,109.53,"paleo Instant Pot Buffalo Sweet Potato Soup {Vegan, Whole30, Paleo, Gluten-Free} american",0,3,3
119,3450,paleo,american,Dill Butternut Squash Fries,7.68,89.2,14.38,paleo Dill Butternut Squash Fries american,0,3,0
121,3451,paleo,american,Rosemary And Garlic Parsnip Mash,3.34,48.53,13.6,paleo Rosemary And Garlic Parsnip Mash american,0,2,0
123,3452,paleo,american,Boston Baked Beef,135.99,193.85,232.95,paleo Boston Baked Beef american,1,1,1
132,3453,paleo,american,Turkey Spaghetti Zoodles,122.69,96.81,51.15,paleo Turkey Spaghetti Zoodles american,1,3,2
134,3454,paleo,american,Turkey Veggie Meatballs With Spaghetti Squash,122.78,147.94,51.84,paleo Turkey Veggie Meatballs With Spaghetti Squash american,1,3,2
137,3455,paleo,american,Khoresht Lubia Sabz (Persian Green Bean Stew),121.29,69.51,49.55,paleo Khoresht Lubia Sabz (Persian Green Bean Stew) american,1,2,2
138,3456,paleo,american,Cinnamon Chocolate Swirl Banana Bread,68.73,266.84,183.04,paleo Cinnamon Chocolate Swirl Banana Bread american,3,1,1
143,3457,paleo,american,Apple Pumpkin Soup,9.95,64.53,19.56,paleo Apple Pumpkin Soup american,0,2,0
144,3458,paleo,american,Easy Vegan Pad Thai Supreme,97.94,217.78,168.32,paleo Easy Vegan Pad Thai Supreme american,1,1,1
146,3459,paleo,american,Angel Food Cake,55.09,283.94,5.02,paleo Angel Food Cake american,3,1,0
161,3460,paleo,american,Vegan Dark Chocolate Coconut Tart,32.24,221.1,103.54,paleo Vegan Dark Chocolate Coconut Tart american,2,1,3
165,3461,paleo,american,Vegan Coconut Cream Tart With White Peaches And Blueberries,39.45,285.88,109.49,paleo Vegan Coconut Cream Tart With White Peaches And Blueberries american,2,1,3
167,3462,paleo,american,Paleo Meenut™ Butter Sandwich On Paleo Bread™,0.93,3.08,24.31,paleo Paleo Meenut™ Butter Sandwich On Paleo Bread™ american,0,0,0
168,3463,paleo,american,Low Carb Paleo Egg Wrap Recipe,16.71,28.5,15.85,paleo Low Carb Paleo Egg Wrap Recipe american,0,0,0
169,3464,paleo,american,Paleo Nutella Banana Ice Cream,7.86,186.18,30.1,paleo Paleo Nutella Banana Ice Cream american,0,1,0
170,3465,paleo,american,Paleo Whole30 Pesto Chicken Salad,176.97,10.7,206.48,paleo Paleo Whole30 Pesto Chicken Salad american,1,0,1
171,3466,paleo,american,The Elvis Paleo Sandwich Recipe,18.72,68.14,54.08,paleo The Elvis Paleo Sandwich Recipe american,2,2,2
176,3467,paleo,american,Paleo Bread Stuffing Recipes,54.96,208.13,49.2,paleo Paleo Bread Stuffing Recipes american,3,1,2
178,3468,paleo,american,Paleo Peppermint Bark,30.23,191.35,235.63,paleo Paleo Peppermint Bark american,2,1,1
186,3469,paleo,american,Paleo Broccoli Salad Recipes,22.75,124.99,146.91,paleo Paleo Broccoli Salad Recipes american,2,3,1
187,3470,paleo,american,Healthy Paleo Marble Cake Recipes,42.18,245.32,90.32,paleo Healthy Paleo Marble Cake Recipes american,3,1,3
189,3471,paleo,american,Paleo Meatball Sub,57.04,62.66,77.65,paleo Paleo Meatball Sub american,3,2,3
190,3472,paleo,american,Paleo Egg Salad Recipes,35.77,30.22,88.57,paleo Paleo Egg Salad Recipes american,2,2,3
191,3473,paleo,american,"Caramel Caffe Latte (Paleo, Gf, Dairy-Free) Recipes",3.28,32.7,15.37,"paleo Caramel Caffe Latte (Paleo, Gf, Dairy-Free) Recipes american",0,2,0
193,3474,paleo,american,Paleo Barbecue Beef And Bacon Recipes,114.04,148.84,128.75,paleo Paleo Barbecue Beef And Bacon Recipes american,1,3,1
198,3475,paleo,american,Paleo Smoked Tuna Salad Recipes,24.83,19.77,90.32,paleo Paleo Smoked Tuna Salad Recipes american,2,0,3
204,3476,paleo,american,Paleo Blackberry Muffins Recipes,43.48,81.37,88.44,paleo Paleo Blackberry Muffins Recipes american,3,3,3
209,3477,paleo,american,Toasted Egg Fiesta Paleo Wrap (Ketogenic),13.92,32.74,26.53,paleo Toasted Egg Fiesta Paleo Wrap (Ketogenic) american,0,2,0
211,3478,paleo,american,Paleo Whole30 Classic Egg Salad Recipes,61.5,8.58,184.92,paleo Paleo Whole30 Classic Egg Salad Recipes american,3,0,1
214,3479,paleo,american,"Buffalo Ranch Chicken Salad Recipe {Paleo, Whole30 Compliant} Recipes",145.57,27.22,152.88,"paleo Buffalo Ranch Chicken Salad Recipe {Paleo, Whole30 Compliant} Recipes american",1,0,1
217,3480,paleo,american,Paleo Vegan Enchilada Casserole,96.62,331.56,21.46,paleo Paleo Vegan Enchilada Casserole american,1,1,0
218,3481,paleo,american,"Blueberry Almond Mug Cake (Paleo, Gluten Free)",14.22,33.55,34.47,"paleo Blueberry Almond Mug Cake (Paleo, Gluten Free) american",0,2,2
221,3482,paleo,american,Paleo Ranch Dressing And Dip Recipes,1.77,5.8,190.1,paleo Paleo Ranch Dressing And Dip Recipes american,0,0,1
224,3483,paleo,american,Dairy-Free Paleo Ranch Dressing,5.63,10.85,226.21,paleo Dairy-Free Paleo Ranch Dressing american,0,0,1
225,3484,paleo,american,Paleo Banana Chip Muffins Recipes,95.83,139.93,188.95,paleo Paleo Banana Chip Muffins Recipes american,1,3,1
226,3485,paleo,american,Creamy (Yet Paleo) Cucumber Salad Recipes,3.23,17.66,45.05,paleo Creamy (Yet Paleo) Cucumber Salad Recipes american,0,0,2
227,3486,paleo,american,Bunless Paleo Chicken Blts Recipes,97.48,19.3,119.43,paleo Bunless Paleo Chicken Blts Recipes american,1,0,1
232,3487,paleo,american,"3 Ingredient Chocolate Walnut Fudge (Paleo, Vegan, Gluten Free, Dairy-Free)",48.8,126.11,160.21,"paleo 3 Ingredient Chocolate Walnut Fudge (Paleo, Vegan, Gluten Free, Dairy-Free) american",3,3,1
234,3488,paleo,american,Flourless Chocolate Peppermint Cake (Paleo And Low Carb) Recipes,45.19,255.14,114.31,paleo Flourless Chocolate Peppermint Cake (Paleo And Low Carb) Recipes american,3,1,3
236,3489,paleo,american,Paleo Cheese-Stuffed Meatballs,103.97,82.66,131.02,paleo Paleo Cheese-Stuffed Meatballs american,1,3,1
238,3490,paleo,american,Primal Organic Chicken Recipe In A Paleo Wrap,37.07,50.05,35.2,paleo Primal Organic Chicken Recipe In A Paleo Wrap american,2,2,2
239,3491,paleo,american,Paleo Vegan Cherry Garcia Ice Cream,16.51,257.72,52.79,paleo Paleo Vegan Cherry Garcia Ice Cream american,0,1,2
240,3492,paleo,american,Paleo Peach-Blueberry Cobbler Recipes,42.38,245.47,161.24,paleo Paleo Peach-Blueberry Cobbler Recipes american,3,1,1
242,3493,paleo,american,Paleo Crab Cakes,32.3,14.14,106.85,paleo Paleo Crab Cakes american,2,0,3
246,3494,paleo,american,Baked Ranch Chicken Tenders (Paleo + Whole30),105.57,129.65,146.59,paleo Baked Ranch Chicken Tenders (Paleo + Whole30) american,1,3,1
247,3495,paleo,american,Chocolate Almond Buttercream Cups | Paleo,27.72,280.99,138.5,paleo Chocolate Almond Buttercream Cups | Paleo american,2,1,1
248,3496,paleo,american,Paleo Broccoli Salad,33.1,59.46,126.68,paleo Paleo Broccoli Salad american,2,2,1
258,3497,paleo,american,Paleo Bbq Ranch Meatloaf,173.86,79.71,130.88,paleo Paleo Bbq Ranch Meatloaf american,1,3,1
267,3498,paleo,american,Paleo Banana Muffins Recipes,52.77,99.46,150.99,paleo Paleo Banana Muffins Recipes american,3,3,1
269,3499,paleo,american,Paleo Spinach Donuts Recipes,43.22,247.39,124.45,paleo Paleo Spinach Donuts Recipes american,3,1,1
270,3500,paleo,american,Paleo Strawberry Pie Recipes,60.38,223.26,160.19,paleo Paleo Strawberry Pie Recipes american,3,1,1
273,3501,paleo,american,"Pumpkin Milkshake (Dairy-Free, Paleo, Aip) Recipes",21.77,88.19,168.04,"paleo Pumpkin Milkshake (Dairy-Free, Paleo, Aip) Recipes american",2,3,1
279,3502,paleo,american,"Easy Bbq Jackfruit Saute Recipe [Paleo, Vegan]",2.02,108.4,14.76,"paleo Easy Bbq Jackfruit Saute Recipe [Paleo, Vegan] american",0,3,0
281,3503,paleo,american,Paleo Maple Pecan Latte Mug Cake,12.5,36.44,32.19,paleo Paleo Maple Pecan Latte Mug Cake american,0,2,2
284,3504,paleo,american,"Easy Chicken Herb Salad (Paleo, Low Carb) Recipes",81.02,9.13,109.01,"paleo Easy Chicken Herb Salad (Paleo, Low Carb) Recipes american",3,0,3
285,3505,paleo,american,Frozen Chocolate Custard (Low Carb And Paleo Friendly),40.47,56.32,184.95,paleo Frozen Chocolate Custard (Low Carb And Paleo Friendly) american,2,2,1
289,3506,paleo,american,"Healthy Buffalo Turkey Meatballs (Paleo, Gf) Recipes",107.96,14.59,67.22,"paleo Healthy Buffalo Turkey Meatballs (Paleo, Gf) Recipes american",1,0,3
290,3507,paleo,american,"Shepherd’S Pie With Cauliflower Topping (Gaps, Paleo, Grain-Free) Recipes",110.14,57.66,168.1,"paleo Shepherd’S Pie With Cauliflower Topping (Gaps, Paleo, Grain-Free) Recipes american",1,2,1
291,3508,paleo,american,Paleo Chocolate And Candied Orange Peel Freezer Fudge (Gf) Recipes,60.59,289.03,220.89,paleo Paleo Chocolate And Candied Orange Peel Freezer Fudge (Gf) Recipes american,3,1,1
299,3509,paleo,american,Smoky Bbq Paleo Chili Recipes,97.93,107.81,116.11,paleo Smoky Bbq Paleo Chili Recipes american,1,3,3
301,3510,paleo,american,"Blueberry Chia Seed Coleslaw (Paleo, Gf) Recipes",12.01,80.23,53.09,"paleo Blueberry Chia Seed Coleslaw (Paleo, Gf) Recipes american",0,3,2
305,3511,paleo,american,Caramel Chocolate Mousse (Paleo & Vegan) Recipes,38.1,270.02,232.58,paleo Caramel Chocolate Mousse (Paleo & Vegan) Recipes american,2,1,1
312,3512,paleo,american,Paleo Sloppy Joes With Sweet Potatoes Recipes,90.72,202.74,106.32,paleo Paleo Sloppy Joes With Sweet Potatoes Recipes american,1,1,3
314,3513,paleo,american,Paleo Chocolate Chunk Banana Bread Recipes,81.41,257.6,233.5,paleo Paleo Chocolate Chunk Banana Bread Recipes american,3,1,1
316,3514,paleo,american,"Egg Salad Lettuce Wraps (Paleo, Gf) Recipes",31.06,10.09,50.9,"paleo Egg Salad Lettuce Wraps (Paleo, Gf) Recipes american",2,0,2
317,3515,paleo,american,"Spaghetti Squash Soup With Pumpkin And Fall Flavors {Gf, Vegan, Paleo}",42.79,175.5,44.84,"paleo Spaghetti Squash Soup With Pumpkin And Fall Flavors {Gf, Vegan, Paleo} american",3,1,2
319,3516,paleo,american,Paleo-Approved Classic Chicken Salad,37.0,58.18,212.82,paleo Paleo-Approved Classic Chicken Salad american,2,2,1
320,3517,paleo,american,Primal Curried Egg Salad Coconut Wraps,22.37,38.14,42.75,paleo Primal Curried Egg Salad Coconut Wraps american,2,2,2
323,3518,paleo,american,"Almond Flour Crust For Tarts Or Pies - Gluten Free, Low Carb, Sugar Free, Paleo Recipes",62.5,84.87,199.1,"paleo Almond Flour Crust For Tarts Or Pies - Gluten Free, Low Carb, Sugar Free, Paleo Recipes american",3,3,1
330,3519,paleo,american,Paleo Slow Cooker Beef Stew Recipes,179.32,120.49,36.68,paleo Paleo Slow Cooker Beef Stew Recipes american,1,3,2
332,3520,paleo,american,Banana Cocoa Snack Cake (Paleo) Recipes,68.94,227.74,168.98,paleo Banana Cocoa Snack Cake (Paleo) Recipes american,3,1,1
333,3521,paleo,american,Paleo Creole Meatballs,134.14,55.22,177.0,paleo Paleo Creole Meatballs american,1,2,1
334,3522,paleo,american,Easy Paleo Shepherd'S Pie Recipes,107.14,93.45,137.29,paleo Easy Paleo Shepherd'S Pie Recipes american,1,3,1
335,3523,paleo,american,"Buffalo Chicken Cobb Salad {Paleo, Whole30",3.26,7.35,89.83,"paleo Buffalo Chicken Cobb Salad {Paleo, Whole30 american",0,0,3
337,3524,paleo,american,Sesame Ginger Paleo Turkey Meatballs Recipes,104.28,42.67,56.99,paleo Sesame Ginger Paleo Turkey Meatballs Recipes american,1,2,2
338,3525,paleo,american,"Coconut Chocolate Chip Healthy Vegan Ice Cream Recipe (Paleo, Homemade, Dairy-Free)",16.29,154.99,89.99,"paleo Coconut Chocolate Chip Healthy Vegan Ice Cream Recipe (Paleo, Homemade, Dairy-Free) american",0,3,3
346,3526,paleo,american,Paleo Creole Meatballs Recipes,134.58,57.97,177.14,paleo Paleo Creole Meatballs Recipes american,1,2,1
349,3527,paleo,american,"The Best Strawberry Banana Bread {Paleo, Vegan, Gluten Free}",52.44,304.22,97.85,"paleo The Best Strawberry Banana Bread {Paleo, Vegan, Gluten Free} american",3,1,3
352,3528,paleo,american,Lemony Brussels Sprouts Salad {Vegan+Glutenfree+Paleo},41.86,80.89,59.56,paleo Lemony Brussels Sprouts Salad {Vegan+Glutenfree+Paleo} american,3,3,2
362,3529,paleo,american,Paleo Cashew Chocolate Chip Blondies Recipes,63.76,267.66,229.85,paleo Paleo Cashew Chocolate Chip Blondies Recipes american,3,1,1
363,3530,paleo,american,Chocolate Chip Cookie Ice Cream Sandwiches ~ The Paleo Mom,23.05,281.18,165.66,paleo Chocolate Chip Cookie Ice Cream Sandwiches ~ The Paleo Mom american,2,1,1
364,3531,paleo,american,Paleo Shepards Pie Recipes,114.59,106.71,89.4,paleo Paleo Shepards Pie Recipes american,1,3,3
365,3532,paleo,american,"Angel Food Cake (Grain-Free, Paleo) Recipes",58.83,330.85,126.65,"paleo Angel Food Cake (Grain-Free, Paleo) Recipes american",3,1,1
367,3533,paleo,american,Grain Free Ice Cream Sandwiches (Paleo And Low Carb) Recipes,58.81,194.28,185.23,paleo Grain Free Ice Cream Sandwiches (Paleo And Low Carb) Recipes american,3,1,1
369,3534,paleo,american,Paleo Chocolate Chunk Strawberry Banana Bread,38.2,228.92,94.83,paleo Paleo Chocolate Chunk Strawberry Banana Bread american,2,1,3
374,3535,paleo,american,"Vegan Paleo Blueberry Muffins {Grain Free, Gluten Free}",24.39,145.01,97.33,"paleo Vegan Paleo Blueberry Muffins {Grain Free, Gluten Free} american",2,3,3
376,3536,paleo,american,"4 Ingredient Chocolate Peanut Butter Homemade Frosty Recipe (Vegan, Dairy-Free, Gluten-Free, Refined Sugar-Free)",25.63,137.31,38.5,"paleo 4 Ingredient Chocolate Peanut Butter Homemade Frosty Recipe (Vegan, Dairy-Free, Gluten-Free, Refined Sugar-Free) american",2,3,2
378,3537,paleo,american,Cilantro Base Recipes,3.5,19.57,13.98,paleo Cilantro Base Recipes american,0,0,0
389,3538,paleo,american,Ranch Roasted Cashews Recipes,51.65,88.86,137.28,paleo Ranch Roasted Cashews Recipes american,3,3,1
